CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"patchs_2871"
FILTER	""
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-08-25T10:06:24"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2871
BEGIN_DATA
1779	"1779"	  238.00	   14.00	  182.00	
1780	"1780"	  196.00	  168.00	  255.00	
1781	"1781"	  182.00	  238.00	  238.00	
1782	"1782"	   84.00	  168.00	  140.00	
1783	"1783"	  224.00	  224.00	  255.00	
1784	"1784"	  196.00	  255.00	  168.00	
1785	"1785"	  238.00	  210.00	   42.00	
1786	"1786"	  182.00	   70.00	   70.00	
1787	"1787"	  196.00	  182.00	  182.00	
1788	"1788"	   56.00	  224.00	  168.00	
1789	"1789"	  196.00	  168.00	  140.00	
1790	"1790"	  126.00	  126.00	  238.00	
1791	"1791"	  196.00	  168.00	  196.00	
1792	"1792"	  112.00	    0.00	  112.00	
1793	"1793"	  238.00	  182.00	  126.00	
1794	"1794"	   56.00	  168.00	  112.00	
1795	"1795"	  224.00	  140.00	  168.00	
1796	"1796"	   28.00	   42.00	   28.00	
1797	"1797"	  140.00	  112.00	    0.00	
1798	"1798"	  210.00	  238.00	   14.00	
1799	"1799"	  224.00	  140.00	   84.00	
1800	"1800"	   98.00	   42.00	  126.00	
1801	"1801"	  140.00	   84.00	   84.00	
1802	"1802"	    0.00	  168.00	  112.00	
1803	"1803"	   84.00	   56.00	  196.00	
1804	"1804"	  255.00	  224.00	  112.00	
1805	"1805"	   98.00	   84.00	   84.00	
1806	"1806"	  224.00	   56.00	  224.00	
1807	"1807"	  196.00	  196.00	  112.00	
1808	"1808"	   56.00	    0.00	   84.00	
1809	"1809"	  196.00	  255.00	  255.00	
1810	"1810"	   28.00	   28.00	   84.00	
1811	"1811"	  140.00	  196.00	  255.00	
1812	"1812"	  112.00	  112.00	  112.00	
1813	"1813"	  224.00	  224.00	   28.00	
1814	"1814"	   98.00	   70.00	   70.00	
1815	"1815"	   28.00	    0.00	    0.00	
1816	"1816"	  238.00	  210.00	  182.00	
1817	"1817"	    0.00	  224.00	  196.00	
1818	"1818"	   42.00	   70.00	  154.00	
1819	"1819"	  210.00	  182.00	  238.00	
1820	"1820"	   28.00	    0.00	   28.00	
1821	"1821"	  112.00	  224.00	  196.00	
1822	"1822"	  126.00	  182.00	  238.00	
1823	"1823"	   56.00	   84.00	  112.00	
1824	"1824"	  140.00	   28.00	  224.00	
1825	"1825"	  182.00	  210.00	   70.00	
1826	"1826"	  140.00	   84.00	   56.00	
1827	"1827"	  196.00	    0.00	  224.00	
1828	"1828"	  252.00	  252.00	  252.00	
1829	"1829"	  210.00	  154.00	   14.00	
1830	"1830"	  238.00	  154.00	   14.00	
1831	"1831"	  154.00	  238.00	   14.00	
1832	"1832"	  189.00	  196.00	  189.00	
1833	"1833"	    0.00	   56.00	  224.00	
1834	"1834"	  168.00	  224.00	   28.00	
1835	"1835"	   49.00	   49.00	   49.00	
1836	"1836"	  196.00	    0.00	    0.00	
1837	"1837"	  255.00	   28.00	  224.00	
1838	"1838"	  210.00	  203.00	  210.00	
1839	"1839"	   28.00	   21.00	   28.00	
1840	"1840"	  140.00	  196.00	   56.00	
1841	"1841"	  238.00	   98.00	  182.00	
1842	"1842"	  196.00	  196.00	  168.00	
1843	"1843"	    0.00	  224.00	   84.00	
1844	"1844"	   98.00	  126.00	   42.00	
1845	"1845"	  126.00	   42.00	  210.00	
1846	"1846"	  224.00	   28.00	  112.00	
1847	"1847"	   14.00	  126.00	   14.00	
1848	"1848"	  196.00	  196.00	  224.00	
1849	"1849"	    0.00	   28.00	  196.00	
1850	"1850"	  255.00	  224.00	  196.00	
1851	"1851"	   14.00	   42.00	  210.00	
1852	"1852"	  210.00	  126.00	  154.00	
1853	"1853"	   14.00	  126.00	  210.00	
1854	"1854"	  154.00	   42.00	  154.00	
1855	"1855"	  196.00	   56.00	   56.00	
1856	"1856"	  182.00	  154.00	  154.00	
1857	"1857"	  182.00	  126.00	  238.00	
1858	"1858"	   70.00	   56.00	   70.00	
1859	"1859"	  140.00	   84.00	  140.00	
1860	"1860"	  224.00	  196.00	  224.00	
1861	"1861"	   28.00	  112.00	  168.00	
1862	"1862"	   28.00	  168.00	  196.00	
1863	"1863"	  168.00	   28.00	  255.00	
1864	"1864"	  126.00	  210.00	  154.00	
1865	"1865"	   42.00	  154.00	   42.00	
1866	"1866"	   98.00	  182.00	   98.00	
1867	"1867"	   70.00	   42.00	  238.00	
1868	"1868"	   70.00	   42.00	   14.00	
1869	"1869"	   84.00	   28.00	    0.00	
1870	"1870"	  224.00	  217.00	  224.00	
1871	"1871"	   28.00	  112.00	  112.00	
1872	"1872"	  182.00	  210.00	   14.00	
1873	"1873"	  245.00	  245.00	  245.00	
1874	"1874"	  182.00	   14.00	   42.00	
1875	"1875"	  112.00	  196.00	  224.00	
1876	"1876"	  182.00	   70.00	  126.00	
1877	"1877"	  255.00	  196.00	  168.00	
1878	"1878"	  112.00	  255.00	  196.00	
1879	"1879"	  255.00	  140.00	  255.00	
1880	"1880"	  217.00	  224.00	  217.00	
1881	"1881"	   56.00	  140.00	  168.00	
1882	"1882"	   98.00	  182.00	  154.00	
1883	"1883"	  168.00	  182.00	  168.00	
1884	"1884"	   28.00	  255.00	   28.00	
1885	"1885"	  196.00	  112.00	  140.00	
1886	"1886"	   70.00	   98.00	   14.00	
1887	"1887"	  224.00	  255.00	    0.00	
1888	"1888"	   84.00	  112.00	   28.00	
1889	"1889"	  238.00	   14.00	  126.00	
1890	"1890"	  112.00	  112.00	   98.00	
1891	"1891"	  224.00	  112.00	   84.00	
1892	"1892"	   84.00	  168.00	   56.00	
1893	"1893"	   14.00	  182.00	   70.00	
1894	"1894"	    0.00	   84.00	  168.00	
1895	"1895"	   98.00	   70.00	  182.00	
1896	"1896"	  238.00	   70.00	  182.00	
1897	"1897"	   42.00	  210.00	   42.00	
1898	"1898"	  196.00	  255.00	    0.00	
1899	"1899"	   56.00	  112.00	   84.00	
1900	"1900"	  182.00	  238.00	   14.00	
1901	"1901"	   42.00	  126.00	  154.00	
1902	"1902"	  168.00	    0.00	   84.00	
1903	"1903"	  112.00	  140.00	   84.00	
1904	"1904"	  154.00	  238.00	  154.00	
1905	"1905"	  154.00	  238.00	  210.00	
1906	"1906"	  126.00	  126.00	   70.00	
1907	"1907"	   42.00	  154.00	   98.00	
1908	"1908"	  112.00	  255.00	    0.00	
1909	"1909"	   70.00	   14.00	  182.00	
1910	"1910"	   14.00	    7.00	   14.00	
1911	"1911"	  154.00	   14.00	   14.00	
1912	"1912"	  238.00	   70.00	   70.00	
1913	"1913"	  255.00	  255.00	   84.00	
1914	"1914"	  182.00	  154.00	   14.00	
1915	"1915"	    0.00	    0.00	    8.00	
1916	"1916"	   76.00	   80.00	   76.00	
1917	"1917"	   32.00	   24.00	   32.00	
1918	"1918"	  136.00	  136.00	  140.00	
1919	"1919"	  212.00	  212.00	  216.00	
1920	"1920"	  208.00	  208.00	  212.00	
1921	"1921"	  176.00	  172.00	  176.00	
1922	"1922"	  228.00	  224.00	  232.00	
1923	"1923"	  228.00	  232.00	  228.00	
1924	"1924"	  152.00	  144.00	  148.00	
1925	"1925"	  136.00	  136.00	  132.00	
1926	"1926"	  168.00	  168.00	  164.00	
1927	"1927"	   48.00	   40.00	   44.00	
1928	"1928"	  172.00	  176.00	  176.00	
1929	"1929"	  168.00	  160.00	  160.00	
1930	"1930"	  250.00	  248.00	  248.00	
1931	"1931"	   60.00	   60.00	   64.00	
1932	"1932"	  236.00	  232.00	  240.00	
1933	"1933"	   68.00	   64.00	   72.00	
1934	"1934"	   72.00	   72.00	   80.00	
1935	"1935"	   32.00	   32.00	   40.00	
1936	"1936"	   16.00	    8.00	   12.00	
1937	"1937"	   12.00	   12.00	   12.00	
1938	"1938"	   12.00	   12.00	    8.00	
1939	"1939"	  128.00	  136.00	  128.00	
1940	"1940"	   52.00	   48.00	   48.00	
1941	"1941"	   40.00	   44.00	   40.00	
1942	"1942"	   16.00	   16.00	    8.00	
1943	"1943"	  208.00	  200.00	  204.00	
1944	"1944"	   36.00	   40.00	   36.00	
1945	"1945"	   64.00	   72.00	   72.00	
1946	"1946"	  104.00	  100.00	  104.00	
1947	"1947"	  172.00	  172.00	  176.00	
1948	"1948"	    8.00	    4.00	    8.00	
1949	"1949"	   36.00	   40.00	   40.00	
1950	"1950"	  112.00	  120.00	  116.00	
1951	"1951"	  184.00	  184.00	  184.00	
1952	"1952"	  148.00	  144.00	  148.00	
1953	"1953"	    4.00	    4.00	    8.00	
1954	"1954"	  120.00	  124.00	  120.00	
1955	"1955"	  132.00	  128.00	  132.00	
1956	"1956"	   40.00	   32.00	   32.00	
1957	"1957"	  248.00	  248.00	  248.00	
1958	"1958"	  116.00	  112.00	  116.00	
1959	"1959"	  144.00	  152.00	  148.00	
1960	"1960"	    0.00	    0.00	    0.00	
1961	"1961"	  124.00	  124.00	  120.00	
1962	"1962"	  160.00	  164.00	  168.00	
1963	"1963"	  108.00	  104.00	  112.00	
1964	"1964"	  136.00	  132.00	  128.00	
1965	"1965"	    8.00	    8.00	   12.00	
1966	"1966"	  252.00	  252.00	  255.00	
1967	"1967"	   44.00	   44.00	   48.00	
1968	"1968"	  200.00	  208.00	  204.00	
1969	"1969"	  244.00	  244.00	  248.00	
1970	"1970"	   20.00	   20.00	   16.00	
1971	"1971"	  244.00	  240.00	  240.00	
1972	"1972"	   16.00	   20.00	   16.00	
1973	"1973"	   76.00	   76.00	   72.00	
1974	"1974"	  196.00	  192.00	  200.00	
1975	"1975"	  120.00	  120.00	  112.00	
1976	"1976"	  160.00	  152.00	  152.00	
1977	"1977"	  255.00	  255.00	  255.00	
1978	"1978"	  255.00	  255.00	  252.00	
1979	"1979"	   44.00	   44.00	   40.00	
1980	"1980"	  244.00	  248.00	  244.00	
1981	"1981"	  240.00	  248.00	  244.00	
1982	"1982"	  160.00	  168.00	  164.00	
1983	"1983"	   60.00	   56.00	   56.00	
1984	"1984"	   36.00	   32.00	   36.00	
1985	"1985"	   56.00	   52.00	   52.00	
1986	"1986"	   56.00	   56.00	   60.00	
1987	"1987"	  128.00	  136.00	  132.00	
1988	"1988"	  224.00	  224.00	  220.00	
1989	"1989"	   92.00	   88.00	   88.00	
1990	"1990"	   52.00	   48.00	   52.00	
1991	"1991"	   12.00	   16.00	   16.00	
1992	"1992"	   48.00	   40.00	   48.00	
1993	"1993"	    8.00	    4.00	    0.00	
1994	"1994"	  200.00	  196.00	  200.00	
1995	"1995"	  228.00	  228.00	  228.00	
1996	"1996"	  128.00	  132.00	  136.00	
1997	"1997"	   92.00	   88.00	   96.00	
1998	"1998"	  196.00	  200.00	  196.00	
1999	"1999"	  184.00	  188.00	  188.00	
2000	"2000"	  128.00	  120.00	  120.00	
2001	"2001"	    8.00	   16.00	    8.00	
2002	"2002"	    8.00	    8.00	    8.00	
2003	"2003"	  152.00	  160.00	  152.00	
2004	"2004"	    0.00	    4.00	    8.00	
2005	"2005"	  160.00	  168.00	  160.00	
2006	"2006"	    8.00	   12.00	   12.00	
2007	"2007"	  104.00	  112.00	  104.00	
2008	"2008"	  100.00	   96.00	  104.00	
2009	"2009"	   16.00	   24.00	   24.00	
2010	"2010"	   16.00	    8.00	    8.00	
2011	"2011"	  236.00	  232.00	  232.00	
2012	"2012"	  200.00	  204.00	  200.00	
2013	"2013"	   44.00	   48.00	   40.00	
2014	"2014"	  244.00	  244.00	  240.00	
2015	"2015"	  200.00	  200.00	  204.00	
2016	"2016"	  128.00	  120.00	  128.00	
2017	"2017"	    8.00	    8.00	   12.00	
2018	"2018"	   96.00	   96.00	  100.00	
2019	"2019"	  184.00	  184.00	  188.00	
2020	"2020"	  132.00	  128.00	  128.00	
2021	"2021"	   16.00	    8.00	   16.00	
2022	"2022"	   28.00	   28.00	   24.00	
2023	"2023"	  144.00	  136.00	  136.00	
2024	"2024"	  216.00	  208.00	  208.00	
2025	"2025"	   44.00	   44.00	   44.00	
2026	"2026"	   40.00	   40.00	   32.00	
2027	"2027"	   36.00	   40.00	   32.00	
2028	"2028"	  240.00	  232.00	  232.00	
2029	"2029"	  168.00	  176.00	  176.00	
2030	"2030"	  136.00	  132.00	  136.00	
2031	"2031"	  188.00	  192.00	  188.00	
2032	"2032"	   64.00	   68.00	   72.00	
2033	"2033"	   16.00	   12.00	   16.00	
2034	"2034"	  172.00	  172.00	  172.00	
2035	"2035"	   68.00	   68.00	   72.00	
2036	"2036"	  220.00	  224.00	  224.00	
2037	"2037"	  200.00	  196.00	  192.00	
2038	"2038"	  232.00	  228.00	  232.00	
2039	"2039"	   64.00	   72.00	   64.00	
2040	"2040"	  112.00	  116.00	  120.00	
2041	"2041"	   44.00	   40.00	   48.00	
2042	"2042"	   32.00	   40.00	   36.00	
2043	"2043"	   24.00	   16.00	   20.00	
2044	"2044"	  168.00	  168.00	  160.00	
2045	"2045"	  216.00	  216.00	  208.00	
2046	"2046"	   24.00	   16.00	   24.00	
2047	"2047"	    8.00	    0.00	    0.00	
2048	"2048"	    4.00	    4.00	    4.00	
2049	"2049"	  184.00	  184.00	  176.00	
2050	"2050"	  112.00	  108.00	  112.00	
2051	"2051"	  128.00	  132.00	  132.00	
2052	"2052"	    8.00	   12.00	   16.00	
2053	"2053"	  236.00	  232.00	  236.00	
2054	"2054"	  104.00	   96.00	   96.00	
2055	"2055"	  252.00	  250.00	  250.00	
2056	"2056"	  236.00	  236.00	  232.00	
2057	"2057"	  136.00	  144.00	  136.00	
2058	"2058"	   16.00	   20.00	   24.00	
2059	"2059"	  192.00	  188.00	  188.00	
2060	"2060"	    0.00	    4.00	    4.00	
2061	"2061"	  144.00	  136.00	  144.00	
2062	"2062"	  232.00	  232.00	  224.00	
2063	"2063"	  204.00	  204.00	  200.00	
2064	"2064"	    4.00	    0.00	    8.00	
2065	"2065"	  240.00	  236.00	  240.00	
2066	"2066"	   16.00	    8.00	    8.00	
2067	"2067"	  100.00	  100.00	  104.00	
2068	"2068"	   48.00	   56.00	   56.00	
2069	"2069"	  136.00	  144.00	  140.00	
2070	"2070"	  192.00	  184.00	  184.00	
2071	"2071"	  112.00	  120.00	  120.00	
2072	"2072"	   96.00	   88.00	   88.00	
2073	"2073"	  232.00	  236.00	  240.00	
2074	"2074"	   24.00	   20.00	   24.00	
2075	"2075"	  164.00	  160.00	  168.00	
2076	"2076"	    8.00	    8.00	   16.00	
2077	"2077"	  232.00	  228.00	  232.00	
2078	"2078"	   32.00	   40.00	   32.00	
2079	"2079"	  240.00	  236.00	  240.00	
2080	"2080"	  140.00	  144.00	  144.00	
2081	"2081"	   64.00	   68.00	   68.00	
2082	"2082"	  160.00	  156.00	  160.00	
2083	"2083"	  250.00	  252.00	  250.00	
2084	"2084"	  156.00	  152.00	  152.00	
2085	"2085"	   68.00	   68.00	   64.00	
2086	"2086"	  204.00	  208.00	  208.00	
2087	"2087"	  200.00	  204.00	  208.00	
2088	"2088"	  240.00	  236.00	  232.00	
2089	"2089"	    0.00	    0.00	    8.00	
2090	"2090"	   92.00	   92.00	   92.00	
2091	"2091"	  232.00	  232.00	  236.00	
2092	"2092"	   76.00	   72.00	   72.00	
2093	"2093"	  248.00	  244.00	  240.00	
2094	"2094"	  156.00	  156.00	  156.00	
2095	"2095"	    0.00	    8.00	    0.00	
2096	"2096"	  136.00	  144.00	  144.00	
2097	"2097"	  248.00	  240.00	  248.00	
2098	"2098"	  116.00	  120.00	  112.00	
2099	"2099"	  192.00	  192.00	  184.00	
2100	"2100"	  232.00	  240.00	  232.00	
2101	"2101"	  204.00	  200.00	  200.00	
2102	"2102"	   12.00	    8.00	    8.00	
2103	"2103"	  196.00	  196.00	  196.00	
2104	"2104"	   96.00	   96.00	  104.00	
2105	"2105"	   56.00	   60.00	   60.00	
2106	"2106"	  224.00	  228.00	  224.00	
2107	"2107"	  180.00	  176.00	  176.00	
2108	"2108"	   48.00	   48.00	   48.00	
2109	"2109"	    8.00	    0.00	    4.00	
2110	"2110"	   84.00	   88.00	   84.00	
2111	"2111"	  184.00	  180.00	  184.00	
2112	"2112"	  244.00	  240.00	  244.00	
2113	"2113"	  192.00	  184.00	  188.00	
2114	"2114"	   48.00	   44.00	   48.00	
2115	"2115"	  120.00	  112.00	  116.00	
2116	"2116"	    4.00	    4.00	    0.00	
2117	"2117"	  200.00	  196.00	  196.00	
2118	"2118"	  184.00	  192.00	  184.00	
2119	"2119"	   96.00	  100.00	  104.00	
2120	"2120"	   56.00	   56.00	   52.00	
2121	"2121"	  192.00	  192.00	  196.00	
2122	"2122"	   16.00	   16.00	   16.00	
2123	"2123"	  120.00	  120.00	  120.00	
2124	"2124"	  180.00	  184.00	  180.00	
2125	"2125"	  184.00	  180.00	  180.00	
2126	"2126"	  204.00	  204.00	  208.00	
2127	"2127"	   12.00	   12.00	    8.00	
2128	"2128"	  168.00	  172.00	  168.00	
2129	"2129"	  216.00	  208.00	  212.00	
2130	"2130"	  184.00	  180.00	  176.00	
2131	"2131"	  124.00	  128.00	  124.00	
2132	"2132"	  216.00	  224.00	  224.00	
2133	"2133"	  104.00	   96.00	  104.00	
2134	"2134"	   96.00	   92.00	   88.00	
2135	"2135"	   44.00	   48.00	   44.00	
2136	"2136"	  252.00	  255.00	  255.00	
2137	"2137"	  152.00	  160.00	  156.00	
2138	"2138"	  152.00	  156.00	  160.00	
2139	"2139"	  248.00	  250.00	  250.00	
2140	"2140"	  160.00	  152.00	  156.00	
2141	"2141"	  248.00	  250.00	  250.00	
2142	"2142"	  184.00	  188.00	  192.00	
2143	"2143"	   40.00	   44.00	   48.00	
2144	"2144"	  100.00	   96.00	  100.00	
2145	"2145"	   60.00	   64.00	   56.00	
2146	"2146"	   28.00	   32.00	   32.00	
2147	"2147"	  212.00	  216.00	  216.00	
2148	"2148"	   48.00	   52.00	   52.00	
2149	"2149"	  156.00	  160.00	  152.00	
2150	"2150"	  240.00	  240.00	  236.00	
2151	"2151"	  252.00	  252.00	  250.00	
2152	"2152"	   40.00	   32.00	   36.00	
2153	"2153"	  152.00	  152.00	  148.00	
2154	"2154"	  120.00	  112.00	  120.00	
2155	"2155"	   96.00	  104.00	   96.00	
2156	"2156"	  140.00	  144.00	  140.00	
2157	"2157"	  224.00	  228.00	  232.00	
2158	"2158"	  240.00	  248.00	  248.00	
2159	"2159"	   48.00	   48.00	   40.00	
2160	"2160"	   88.00	   88.00	   80.00	
2161	"2161"	  252.00	  252.00	  255.00	
2162	"2162"	  232.00	  224.00	  232.00	
2163	"2163"	  108.00	  112.00	  104.00	
2164	"2164"	   96.00	   96.00	   96.00	
2165	"2165"	  108.00	  108.00	  112.00	
2166	"2166"	   56.00	   56.00	   64.00	
2167	"2167"	  200.00	  200.00	  196.00	
2168	"2168"	  232.00	  240.00	  236.00	
2169	"2169"	  120.00	  116.00	  112.00	
2170	"2170"	   56.00	   64.00	   64.00	
2171	"2171"	  144.00	  140.00	  136.00	
2172	"2172"	   56.00	   52.00	   48.00	
2173	"2173"	   16.00	   16.00	   20.00	
2174	"2174"	  144.00	  144.00	  140.00	
2175	"2175"	  124.00	  128.00	  128.00	
2176	"2176"	  244.00	  244.00	  248.00	
2177	"2177"	    8.00	    0.00	    8.00	
2178	"2178"	   24.00	   32.00	   24.00	
2179	"2179"	   88.00	   84.00	   88.00	
2180	"2180"	  176.00	  180.00	  180.00	
2181	"2181"	  208.00	  208.00	  208.00	
2182	"2182"	  248.00	  248.00	  248.00	
2183	"2183"	   40.00	   40.00	   36.00	
2184	"2184"	   12.00	   16.00	   12.00	
2185	"2185"	  244.00	  248.00	  240.00	
2186	"2186"	   80.00	   80.00	   72.00	
2187	"2187"	   72.00	   72.00	   68.00	
2188	"2188"	  216.00	  212.00	  216.00	
2189	"2189"	   16.00	   12.00	   12.00	
2190	"2190"	  180.00	  176.00	  184.00	
2191	"2191"	  152.00	  144.00	  144.00	
2192	"2192"	  216.00	  216.00	  212.00	
2193	"2193"	   12.00	    8.00	   16.00	
2194	"2194"	    8.00	    8.00	    0.00	
2195	"2195"	   16.00	   12.00	    8.00	
2196	"2196"	  232.00	  240.00	  240.00	
2197	"2197"	  244.00	  248.00	  244.00	
2198	"2198"	  192.00	  200.00	  192.00	
2199	"2199"	  236.00	  236.00	  240.00	
2200	"2200"	  120.00	  120.00	  128.00	
2201	"2201"	  196.00	  200.00	  192.00	
2202	"2202"	  112.00	  108.00	  108.00	
2203	"2203"	  216.00	  208.00	  216.00	
2204	"2204"	    0.00	    4.00	    0.00	
2205	"2205"	  188.00	  184.00	  188.00	
2206	"2206"	  184.00	  176.00	  176.00	
2207	"2207"	  144.00	  140.00	  144.00	
2208	"2208"	  152.00	  148.00	  144.00	
2209	"2209"	   96.00	   92.00	   96.00	
2210	"2210"	  172.00	  168.00	  168.00	
2211	"2211"	    8.00	    4.00	    4.00	
2212	"2212"	  152.00	  160.00	  160.00	
2213	"2213"	  144.00	  144.00	  148.00	
2214	"2214"	  220.00	  216.00	  220.00	
2215	"2215"	   72.00	   80.00	   72.00	
2216	"2216"	   12.00	    8.00	    8.00	
2217	"2217"	   52.00	   52.00	   56.00	
2218	"2218"	   84.00	   80.00	   88.00	
2219	"2219"	  168.00	  168.00	  172.00	
2220	"2220"	  240.00	  240.00	  248.00	
2221	"2221"	  240.00	  236.00	  236.00	
2222	"2222"	  228.00	  228.00	  232.00	
2223	"2223"	   80.00	   84.00	   88.00	
2224	"2224"	  216.00	  216.00	  220.00	
2225	"2225"	  104.00	  104.00	   96.00	
2226	"2226"	  148.00	  148.00	  144.00	
2227	"2227"	   32.00	   28.00	   28.00	
2228	"2228"	  244.00	  244.00	  240.00	
2229	"2229"	   68.00	   68.00	   68.00	
2230	"2230"	  168.00	  172.00	  172.00	
2231	"2231"	  248.00	  244.00	  244.00	
2232	"2232"	  250.00	  252.00	  252.00	
2233	"2233"	  232.00	  240.00	  232.00	
2234	"2234"	  128.00	  128.00	  124.00	
2235	"2235"	   88.00	   96.00	   96.00	
2236	"2236"	  250.00	  250.00	  250.00	
2237	"2237"	   88.00	   80.00	   80.00	
2238	"2238"	   68.00	   72.00	   68.00	
2239	"2239"	   96.00	   88.00	   96.00	
2240	"2240"	  108.00	  112.00	  112.00	
2241	"2241"	    0.00	    8.00	    4.00	
2242	"2242"	  216.00	  224.00	  216.00	
2243	"2243"	   24.00	   24.00	   20.00	
2244	"2244"	   24.00	   28.00	   32.00	
2245	"2245"	  156.00	  160.00	  160.00	
2246	"2246"	  248.00	  250.00	  248.00	
2247	"2247"	  176.00	  184.00	  180.00	
2248	"2248"	  168.00	  160.00	  164.00	
2249	"2249"	  180.00	  184.00	  176.00	
2250	"2250"	  252.00	  250.00	  252.00	
2251	"2251"	  255.00	  255.00	  252.00	
2252	"2252"	  112.00	  120.00	  112.00	
2253	"2253"	  200.00	  200.00	  200.00	
2254	"2254"	   32.00	   32.00	   28.00	
2255	"2255"	  244.00	  240.00	  248.00	
2256	"2256"	  250.00	  250.00	  252.00	
2257	"2257"	  116.00	  112.00	  120.00	
2258	"2258"	  144.00	  148.00	  144.00	
2259	"2259"	    4.00	    4.00	    0.00	
2260	"2260"	   56.00	   52.00	   56.00	
2261	"2261"	  200.00	  192.00	  192.00	
2262	"2262"	  152.00	  152.00	  152.00	
2263	"2263"	  255.00	  252.00	  255.00	
2264	"2264"	  208.00	  216.00	  216.00	
2265	"2265"	  240.00	  244.00	  248.00	
2266	"2266"	  164.00	  160.00	  160.00	
2267	"2267"	  255.00	  252.00	  252.00	
2268	"2268"	   80.00	   72.00	   72.00	
2269	"2269"	  184.00	  184.00	  180.00	
2270	"2270"	   92.00	   88.00	   92.00	
2271	"2271"	  248.00	  240.00	  244.00	
2272	"2272"	   52.00	   56.00	   56.00	
2273	"2273"	  120.00	  128.00	  120.00	
2274	"2274"	   12.00	   16.00	    8.00	
2275	"2275"	   80.00	   88.00	   88.00	
2276	"2276"	  250.00	  248.00	  250.00	
2277	"2277"	   40.00	   48.00	   44.00	
2278	"2278"	   64.00	   60.00	   60.00	
2279	"2279"	  132.00	  132.00	  128.00	
2280	"2280"	   64.00	   64.00	   72.00	
2281	"2281"	  196.00	  196.00	  200.00	
2282	"2282"	    0.00	    8.00	    8.00	
2283	"2283"	   24.00	   20.00	   20.00	
2284	"2284"	  232.00	  236.00	  236.00	
2285	"2285"	   12.00	   12.00	   16.00	
2286	"2286"	    8.00	   16.00	   12.00	
2287	"2287"	  140.00	  144.00	  136.00	
2288	"2288"	   84.00	   80.00	   84.00	
2289	"2289"	  212.00	  212.00	  208.00	
2290	"2290"	  136.00	  128.00	  132.00	
2291	"2291"	  208.00	  204.00	  204.00	
2292	"2292"	  192.00	  188.00	  184.00	
2293	"2293"	  240.00	  232.00	  236.00	
2294	"2294"	  240.00	  240.00	  240.00	
2295	"2295"	   28.00	   32.00	   28.00	
2296	"2296"	  240.00	  240.00	  232.00	
2297	"2297"	    8.00	    0.00	    4.00	
2298	"2298"	   84.00	   80.00	   80.00	
2299	"2299"	  156.00	  152.00	  160.00	
2300	"2300"	   20.00	   16.00	   16.00	
2301	"2301"	   20.00	   16.00	   24.00	
2302	"2302"	   96.00	  104.00	  104.00	
2303	"2303"	  250.00	  248.00	  250.00	
2304	"2304"	    0.00	    0.00	    0.00	
2305	"2305"	    4.00	    8.00	    4.00	
2306	"2306"	    8.00	    4.00	    4.00	
2307	"2307"	  232.00	  232.00	  240.00	
2308	"2308"	    4.00	    0.00	    4.00	
2309	"2309"	   76.00	   76.00	   76.00	
2310	"2310"	    8.00	   12.00	   16.00	
2311	"2311"	  244.00	  240.00	  248.00	
2312	"2312"	  255.00	  252.00	  252.00	
2313	"2313"	  196.00	  192.00	  192.00	
2314	"2314"	  216.00	  220.00	  224.00	
2315	"2315"	  152.00	  152.00	  144.00	
2316	"2316"	  236.00	  232.00	  236.00	
2317	"2317"	   84.00	   88.00	   88.00	
2318	"2318"	  180.00	  180.00	  180.00	
2319	"2319"	  240.00	  240.00	  244.00	
2320	"2320"	   24.00	   32.00	   32.00	
2321	"2321"	  128.00	  120.00	  124.00	
2322	"2322"	  128.00	  128.00	  132.00	
2323	"2323"	  232.00	  236.00	  232.00	
2324	"2324"	   84.00	   84.00	   84.00	
2325	"2325"	  192.00	  184.00	  192.00	
2326	"2326"	  244.00	  240.00	  244.00	
2327	"2327"	  224.00	  216.00	  216.00	
2328	"2328"	  144.00	  148.00	  148.00	
2329	"2329"	   72.00	   76.00	   76.00	
2330	"2330"	  250.00	  248.00	  248.00	
2331	"2331"	  188.00	  188.00	  184.00	
2332	"2332"	  232.00	  224.00	  228.00	
2333	"2333"	  116.00	  120.00	  116.00	
2334	"2334"	  216.00	  220.00	  216.00	
2335	"2335"	  248.00	  248.00	  240.00	
2336	"2336"	  112.00	  104.00	  108.00	
2337	"2337"	  220.00	  220.00	  220.00	
2338	"2338"	   16.00	    8.00	   12.00	
2339	"2339"	    4.00	    8.00	    4.00	
2340	"2340"	  176.00	  168.00	  176.00	
2341	"2341"	   28.00	   28.00	   32.00	
2342	"2342"	  132.00	  136.00	  128.00	
2343	"2343"	   80.00	   88.00	   84.00	
2344	"2344"	  160.00	  168.00	  168.00	
2345	"2345"	    0.00	    8.00	    0.00	
2346	"2346"	  132.00	  132.00	  136.00	
2347	"2347"	  148.00	  152.00	  148.00	
2348	"2348"	  220.00	  224.00	  216.00	
2349	"2349"	  120.00	  116.00	  120.00	
2350	"2350"	  216.00	  216.00	  224.00	
